run_id,seed,scenario_name,attack_type,success,stealth,qber,true_qber,stolen_key_bits,key_compromised,detected,sifted_key_length,secure_key_length,eve_information,agent_messages,handoffs_attempted,handoffs_successful,llm_calls,wall_time_sec,crashed,crash_reason,timestamp
intercept__0000,550,intercept_resend,intercept_resend,False,False,0.137908,0.137908,0,False,True,174,2048,144,0,0,0,0,0.1254138946533203,False,,2026-07-31T14:40:26.034263+00:00
intercept__0001,1550,intercept_resend,intercept_resend,False,False,0.139546,0.139546,0,False,True,156,2048,145,0,0,0,0,0.15118718147277832,False,,2026-07-31T14:40:26.185450+00:00
intercept__0002,2550,intercept_resend,intercept_resend,False,False,0.146844,0.146844,0,False,True,182,2048,150,0,0,0,0,0.11186432838439941,False,,2026-07-31T14:40:26.298314+00:00
intercept__0003,3550,intercept_resend,intercept_resend,False,False,0.161223,0.161223,0,False,True,177,2048,159,0,0,0,0,0.1196749210357666,False,,2026-07-31T14:40:26.417989+00:00
intercept__0004,4550,intercept_resend,intercept_resend,False,False,0.16732,0.16732,0,False,True,186,2048,162,0,0,0,0,0.11427783966064453,False,,2026-07-31T14:40:26.532267+00:00
intercept__0005,5550,intercept_resend,intercept_resend,False,False,0.112957,0.112957,0,False,True,194,2048,127,0,0,0,0,0.11346292495727539,False,,2026-07-31T14:40:26.645730+00:00
intercept__0006,6550,intercept_resend,intercept_resend,False,False,0.154455,0.154455,0,False,True,172,2048,155,0,0,0,0,0.11200189590454102,False,,2026-07-31T14:40:26.757732+00:00
intercept__0007,7550,intercept_resend,intercept_resend,False,False,0.160206,0.160206,0,False,True,158,2048,158,0,0,0,0,0.14992976188659668,False,,2026-07-31T14:40:26.907662+00:00
intercept__0008,8550,intercept_resend,intercept_resend,True,True,0.107926,0.107926,123,True,False,203,2048,123,0,0,0,0,0.1117396354675293,False,,2026-07-31T14:40:27.019401+00:00
intercept__0009,9550,intercept_resend,intercept_resend,False,False,0.152042,0.152042,0,False,True,169,2048,153,0,0,0,0,0.12067937850952148,False,,2026-07-31T14:40:27.140081+00:00
intercept__0010,10550,intercept_resend,intercept_resend,True,True,0.064981,0.064981,86,True,False,172,2048,86,0,0,0,0,0.11266231536865234,False,,2026-07-31T14:40:27.252743+00:00
intercept__0011,11550,intercept_resend,intercept_resend,False,False,0.121667,0.121667,0,False,True,163,2048,133,0,0,0,0,0.11651444435119629,False,,2026-07-31T14:40:27.369257+00:00
intercept__0012,12550,intercept_resend,intercept_resend,True,True,0.071324,0.071324,92,True,False,203,2048,92,0,0,0,0,0.11844944953918457,False,,2026-07-31T14:40:27.487707+00:00
intercept__0013,13550,intercept_resend,intercept_resend,True,True,0.104644,0.104644,120,True,False,157,2048,120,0,0,0,0,0.11591529846191406,False,,2026-07-31T14:40:27.603622+00:00
intercept__0014,14550,intercept_resend,intercept_resend,False,False,0.133394,0.133394,0,False,True,200,2048,141,0,0,0,0,0.14017415046691895,False,,2026-07-31T14:40:27.743796+00:00
intercept__0015,15550,intercept_resend,intercept_resend,False,False,0.13523,0.13523,0,False,True,166,2048,142,0,0,0,0,0.11708760261535645,False,,2026-07-31T14:40:27.860884+00:00
intercept__0016,16550,intercept_resend,intercept_resend,False,False,0.111902,0.111902,0,False,True,178,2048,126,0,0,0,0,0.11181092262268066,False,,2026-07-31T14:40:27.972695+00:00
intercept__0017,17550,intercept_resend,intercept_resend,True,True,0.104154,0.104154,120,True,False,198,2048,120,0,0,0,0,0.11233329772949219,False,,2026-07-31T14:40:28.085028+00:00
intercept__0018,18550,intercept_resend,intercept_resend,True,True,0.097059,0.097059,114,True,False,178,2048,114,0,0,0,0,0.11006331443786621,False,,2026-07-31T14:40:28.195091+00:00
intercept__0019,19550,intercept_resend,intercept_resend,False,False,0.157661,0.157661,0,False,True,158,2048,157,0,0,0,0,0.1115725040435791,False,,2026-07-31T14:40:28.306664+00:00
intercept__0020,20550,intercept_resend,intercept_resend,False,False,0.183011,0.183011,0,False,True,167,2048,171,0,0,0,0,0.1395564079284668,False,,2026-07-31T14:40:28.447270+00:00
intercept__0021,21550,intercept_resend,intercept_resend,True,True,0.079085,0.079085,99,True,False,178,2048,99,0,0,0,0,0.11822175979614258,False,,2026-07-31T14:40:28.565492+00:00
intercept__0022,22550,intercept_resend,intercept_resend,False,False,0.145879,0.145879,0,False,True,193,2048,149,0,0,0,0,0.11176729202270508,False,,2026-07-31T14:40:28.677259+00:00
intercept__0023,23550,intercept_resend,intercept_resend,False,False,0.200344,0.200344,0,False,True,179,2048,180,0,0,0,0,0.11911439895629883,False,,2026-07-31T14:40:28.796374+00:00
intercept__0024,24550,intercept_resend,intercept_resend,True,True,0.0975,0.0975,115,True,False,187,2048,115,0,0,0,0,0.10964822769165039,False,,2026-07-31T14:40:28.906022+00:00
intercept__0025,25550,intercept_resend,intercept_resend,False,False,0.136318,0.136318,0,False,True,164,2048,143,0,0,0,0,0.11506152153015137,False,,2026-07-31T14:40:29.021951+00:00
intercept__0026,26550,intercept_resend,intercept_resend,True,True,0.095265,0.095265,113,True,False,160,2048,113,0,0,0,0,0.14234209060668945,False,,2026-07-31T14:40:29.164293+00:00
intercept__0027,27550,intercept_resend,intercept_resend,True,True,0.104641,0.104641,120,True,False,185,2048,120,0,0,0,0,0.11217308044433594,False,,2026-07-31T14:40:29.276466+00:00
intercept__0028,28550,intercept_resend,intercept_resend,True,True,0.094206,0.094206,112,True,False,191,2048,112,0,0,0,0,0.11163139343261719,False,,2026-07-31T14:40:29.388097+00:00
intercept__0029,29550,intercept_resend,intercept_resend,False,False,0.18799,0.18799,0,False,True,182,2048,174,0,0,0,0,0.11824369430541992,False,,2026-07-31T14:40:29.506341+00:00
intercept__0030,30550,intercept_resend,intercept_resend,False,False,0.178366,0.178366,0,False,True,177,2048,169,0,0,0,0,0.11046671867370605,False,,2026-07-31T14:40:29.616808+00:00
intercept__0031,31550,intercept_resend,intercept_resend,False,False,0.111863,0.111863,0,False,True,164,2048,126,0,0,0,0,0.11247086524963379,False,,2026-07-31T14:40:29.729278+00:00
intercept__0032,32550,intercept_resend,intercept_resend,False,False,0.137255,0.137255,0,False,True,182,2048,144,0,0,0,0,0.14447617530822754,False,,2026-07-31T14:40:29.873755+00:00
intercept__0033,33550,intercept_resend,intercept_resend,True,True,0.076608,0.076608,97,True,False,190,2048,97,0,0,0,0,0.11269307136535645,False,,2026-07-31T14:40:29.986448+00:00
intercept__0034,34550,intercept_resend,intercept_resend,False,False,0.167105,0.167105,0,False,True,197,2048,162,0,0,0,0,0.11139106750488281,False,,2026-07-31T14:40:30.097839+00:00
intercept__0035,35550,intercept_resend,intercept_resend,True,True,0.091667,0.091667,110,True,False,187,2048,110,0,0,0,0,0.10986924171447754,False,,2026-07-31T14:40:30.207708+00:00
intercept__0036,36550,intercept_resend,intercept_resend,True,True,0.090334,0.090334,109,True,False,159,2048,109,0,0,0,0,0.11143255233764648,False,,2026-07-31T14:40:30.320236+00:00
intercept__0037,37550,intercept_resend,intercept_resend,False,False,0.182549,0.182549,0,False,True,156,2048,171,0,0,0,0,0.11513900756835938,False,,2026-07-31T14:40:30.435375+00:00
intercept__0038,38550,intercept_resend,intercept_resend,False,False,0.156213,0.156213,0,False,True,182,2048,156,0,0,0,0,0.14455604553222656,False,,2026-07-31T14:40:30.579931+00:00
intercept__0039,39550,intercept_resend,intercept_resend,False,False,0.115686,0.115686,0,False,True,177,2048,129,0,0,0,0,0.11513495445251465,False,,2026-07-31T14:40:30.695066+00:00
intercept__0040,40550,intercept_resend,intercept_resend,False,False,0.112418,0.112418,0,False,True,186,2048,126,0,0,0,0,0.11250519752502441,False,,2026-07-31T14:40:30.807571+00:00
intercept__0041,41550,intercept_resend,intercept_resend,True,True,0.103801,0.103801,120,True,False,156,2048,120,0,0,0,0,0.12050557136535645,False,,2026-07-31T14:40:30.928077+00:00
intercept__0042,42550,intercept_resend,intercept_resend,True,True,0.103569,0.103569,120,True,False,177,2048,120,0,0,0,0,0.1120750904083252,False,,2026-07-31T14:40:31.040152+00:00
intercept__0043,43550,intercept_resend,intercept_resend,False,False,0.119641,0.119641,0,False,True,181,2048,132,0,0,0,0,0.11650633811950684,False,,2026-07-31T14:40:31.156658+00:00
intercept__0044,44550,intercept_resend,intercept_resend,False,False,0.14085,0.14085,0,False,True,181,2048,146,0,0,0,0,0.11233282089233398,False,,2026-07-31T14:40:31.268991+00:00
intercept__0045,45550,intercept_resend,intercept_resend,False,False,0.144853,0.144853,0,False,True,170,2048,149,0,0,0,0,0.14512896537780762,False,,2026-07-31T14:40:31.414120+00:00
intercept__0046,46550,intercept_resend,intercept_resend,False,False,0.142497,0.142497,0,False,True,185,2048,147,0,0,0,0,0.11299681663513184,False,,2026-07-31T14:40:31.527117+00:00
intercept__0047,47550,intercept_resend,intercept_resend,False,False,0.147712,0.147712,0,False,True,172,2048,151,0,0,0,0,0.11698770523071289,False,,2026-07-31T14:40:31.644105+00:00
intercept__0048,48550,intercept_resend,intercept_resend,False,False,0.132892,0.132892,0,False,True,166,2048,141,0,0,0,0,0.11310410499572754,False,,2026-07-31T14:40:31.757209+00:00
intercept__0049,49550,intercept_resend,intercept_resend,False,False,0.175641,0.175641,0,False,True,191,2048,167,0,0,0,0,0.11651754379272461,False,,2026-07-31T14:40:31.873726+00:00
intercept__0000,919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.093072,0.093072,111,True,False,181,2048,111,0,0,0,0,0.1025092601776123,False,,2026-07-31T14:40:31.976235+00:00
intercept__0001,1919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.077481,0.077481,98,True,False,167,2048,98,0,0,0,0,0.1330099105834961,False,,2026-07-31T14:40:32.109245+00:00
intercept__0002,2919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.067059,0.067059,88,True,False,202,2048,88,0,0,0,0,0.10057759284973145,False,,2026-07-31T14:40:32.209823+00:00
intercept__0003,3919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.077778,0.077778,98,True,False,161,2048,98,0,0,0,0,0.09803938865661621,False,,2026-07-31T14:40:32.307862+00:00
intercept__0004,4919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.105229,0.105229,121,True,False,173,2048,121,0,0,0,0,0.10051703453063965,False,,2026-07-31T14:40:32.408379+00:00
intercept__0005,5919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.078606,0.078606,99,True,False,179,2048,99,0,0,0,0,0.1003878116607666,False,,2026-07-31T14:40:32.508767+00:00
intercept__0006,6919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.093627,0.093627,112,True,False,171,2048,112,0,0,0,0,0.10186505317687988,False,,2026-07-31T14:40:32.610632+00:00
intercept__0007,7919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.094559,0.094559,112,True,False,169,2048,112,0,0,0,0,0.13679242134094238,False,,2026-07-31T14:40:32.747424+00:00
intercept__0008,8919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.05504,0.05504,76,True,False,183,2048,76,0,0,0,0,0.10050511360168457,False,,2026-07-31T14:40:32.847930+00:00
intercept__0009,9919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.09,0.09,109,True,False,200,2048,109,0,0,0,0,0.1025087833404541,False,,2026-07-31T14:40:32.950438+00:00
intercept__0010,10919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.058431,0.058431,80,True,False,170,2048,80,0,0,0,0,0.10423803329467773,False,,2026-07-31T14:40:33.054677+00:00
intercept__0011,11919,intercept_resend_stealth,intercept_resend_stealth,False,False,0.147876,0.147876,0,False,True,183,2048,151,0,0,0,0,0.09900283813476562,False,,2026-07-31T14:40:33.153679+00:00
intercept__0012,12919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.083905,0.083905,103,True,False,181,2048,103,0,0,0,0,0.1035149097442627,False,,2026-07-31T14:40:33.257194+00:00
intercept__0013,13919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.079085,0.079085,99,True,False,192,2048,99,0,0,0,0,0.13507819175720215,False,,2026-07-31T14:40:33.392272+00:00
intercept__0014,14919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.079641,0.079641,100,True,False,181,2048,100,0,0,0,0,0.09998345375061035,False,,2026-07-31T14:40:33.492256+00:00
intercept__0015,15919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.064605,0.064605,86,True,False,194,2048,86,0,0,0,0,0.09950470924377441,False,,2026-07-31T14:40:33.591761+00:00
intercept__0016,16919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.09585,0.09585,113,True,False,170,2048,113,0,0,0,0,0.1035151481628418,False,,2026-07-31T14:40:33.695276+00:00
intercept__0017,17919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.056428,0.056428,78,True,False,191,2048,78,0,0,0,0,0.10063028335571289,False,,2026-07-31T14:40:33.795906+00:00
intercept__0018,18919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.076786,0.076786,97,True,False,143,2048,97,0,0,0,0,0.09910845756530762,False,,2026-07-31T14:40:33.895014+00:00
intercept__0019,19919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.073889,0.073889,95,True,False,155,2048,95,0,0,0,0,0.13428163528442383,False,,2026-07-31T14:40:34.029296+00:00
intercept__0020,20919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.070635,0.070635,92,True,False,168,2048,92,0,0,0,0,0.09959626197814941,False,,2026-07-31T14:40:34.128892+00:00
intercept__0021,21919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.092239,0.092239,110,True,False,178,2048,110,0,0,0,0,0.10087227821350098,False,,2026-07-31T14:40:34.229765+00:00
intercept__0022,22919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.091641,0.091641,110,True,False,176,2048,110,0,0,0,0,0.10233473777770996,False,,2026-07-31T14:40:34.332099+00:00
intercept__0023,23919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.056932,0.056932,78,True,False,190,2048,78,0,0,0,0,0.10250711441040039,False,,2026-07-31T14:40:34.434607+00:00
intercept__0024,24919,intercept_resend_stealth,intercept_resend_stealth,False,False,0.116092,0.116092,0,False,True,195,2048,129,0,0,0,0,0.10151124000549316,False,,2026-07-31T14:40:34.536118+00:00
intercept__0025,25919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.056278,0.056278,78,True,False,192,2048,78,0,0,0,0,0.10394525527954102,False,,2026-07-31T14:40:34.640063+00:00
intercept__0026,26919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.106347,0.106347,122,True,False,166,2048,122,0,0,0,0,0.1277327537536621,False,,2026-07-31T14:40:34.767796+00:00
intercept__0027,27919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.084559,0.084559,104,True,False,189,2048,104,0,0,0,0,0.10251879692077637,False,,2026-07-31T14:40:34.870315+00:00
intercept__0028,28919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.10269,0.10269,119,True,False,198,2048,119,0,0,0,0,0.10335230827331543,False,,2026-07-31T14:40:34.973667+00:00
intercept__0029,29919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.091,0.091,109,True,False,187,2048,109,0,0,0,0,0.10358977317810059,False,,2026-07-31T14:40:35.077257+00:00
intercept__0030,30919,intercept_resend_stealth,intercept_resend_stealth,False,False,0.126144,0.126144,0,False,True,184,2048,136,0,0,0,0,0.10151362419128418,False,,2026-07-31T14:40:35.178770+00:00
intercept__0031,31919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.081944,0.081944,102,True,False,185,2048,102,0,0,0,0,0.10050773620605469,False,,2026-07-31T14:40:35.279278+00:00
intercept__0032,32919,intercept_resend_stealth,intercept_resend_stealth,False,False,0.129003,0.129003,0,False,True,174,2048,138,0,0,0,0,0.13774800300598145,False,,2026-07-31T14:40:35.417026+00:00
intercept__0033,33919,intercept_resend_stealth,intercept_resend_stealth,False,False,0.122035,0.122035,0,False,True,189,2048,133,0,0,0,0,0.10050725936889648,False,,2026-07-31T14:40:35.517533+00:00
intercept__0034,34919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.092608,0.092608,111,True,False,178,2048,111,0,0,0,0,0.09852051734924316,False,,2026-07-31T14:40:35.617057+00:00
intercept__0035,35919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.035,0.035,54,True,False,202,2048,54,0,0,0,0,0.10069990158081055,False,,2026-07-31T14:40:35.717757+00:00
intercept__0036,36919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.045294,0.045294,66,True,False,195,2048,66,0,0,0,0,0.09891557693481445,False,,2026-07-31T14:40:35.816673+00:00
intercept__0037,37919,intercept_resend_stealth,intercept_resend_stealth,False,False,0.11001,0.11001,0,False,True,174,2048,124,0,0,0,0,0.10511374473571777,False,,2026-07-31T14:40:35.921787+00:00
intercept__0038,38919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.047059,0.047059,68,True,False,175,2048,68,0,0,0,0,0.1342778205871582,False,,2026-07-31T14:40:36.056064+00:00
intercept__0039,39919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.107498,0.107498,123,True,False,216,2048,123,0,0,0,0,0.10068035125732422,False,,2026-07-31T14:40:36.156745+00:00
intercept__0040,40919,intercept_resend_stealth,intercept_resend_stealth,False,False,0.137908,0.137908,0,False,True,191,2048,144,0,0,0,0,0.09813880920410156,False,,2026-07-31T14:40:36.254884+00:00
intercept__0041,41919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.055624,0.055624,77,True,False,176,2048,77,0,0,0,0,0.10198593139648438,False,,2026-07-31T14:40:36.356869+00:00
intercept__0042,42919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.042876,0.042876,63,True,False,164,2048,63,0,0,0,0,0.09866619110107422,False,,2026-07-31T14:40:36.455536+00:00
intercept__0043,43919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.095833,0.095833,113,True,False,163,2048,113,0,0,0,0,0.09955644607543945,False,,2026-07-31T14:40:36.555092+00:00
intercept__0044,44919,intercept_resend_stealth,intercept_resend_stealth,False,False,0.124651,0.124651,0,False,True,177,2048,135,0,0,0,0,0.127091646194458,False,,2026-07-31T14:40:36.682184+00:00
intercept__0045,45919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.103922,0.103922,120,True,False,187,2048,120,0,0,0,0,0.10106587409973145,False,,2026-07-31T14:40:36.783250+00:00
intercept__0046,46919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.075,0.075,96,True,False,165,2048,96,0,0,0,0,0.10051703453063965,False,,2026-07-31T14:40:36.883767+00:00
intercept__0047,47919,intercept_resend_stealth,intercept_resend_stealth,False,False,0.112322,0.112322,0,False,True,162,2048,126,0,0,0,0,0.10049819946289062,False,,2026-07-31T14:40:36.984265+00:00
intercept__0048,48919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.068891,0.068891,90,True,False,160,2048,90,0,0,0,0,0.1006627082824707,False,,2026-07-31T14:40:37.084927+00:00
intercept__0049,49919,intercept_resend_stealth,intercept_resend_stealth,True,True,0.021111,0.021111,36,True,False,201,2048,36,0,0,0,0,0.10260891914367676,False,,2026-07-31T14:40:37.187536+00:00
pns_0000,218,pns,pns,True,True,0.05,0.05,71,True,False,147,2048,71,0,0,0,0,0.11880016326904297,False,,2026-07-31T14:40:37.306336+00:00
pns_0001,1218,pns,pns,True,True,0.052619,0.052619,74,True,False,151,2048,74,0,0,0,0,0.08959603309631348,False,,2026-07-31T14:40:37.395933+00:00
pns_0002,2218,pns,pns,True,True,0.075385,0.075385,96,True,False,150,2048,96,0,0,0,0,0.08817410469055176,False,,2026-07-31T14:40:37.484107+00:00
pns_0003,3218,pns,pns,True,True,0.056456,0.056456,78,True,False,174,2048,78,0,0,0,0,0.09050464630126953,False,,2026-07-31T14:40:37.574612+00:00
pns_0004,4218,pns,pns,True,True,0.040952,0.040952,61,True,False,170,2048,61,0,0,0,0,0.0895078182220459,False,,2026-07-31T14:40:37.664119+00:00
pns_0005,5218,pns,pns,True,True,0.04,0.04,60,True,False,157,2048,60,0,0,0,0,0.08851504325866699,False,,2026-07-31T14:40:37.752635+00:00
pns_0006,6218,pns,pns,True,True,0.082976,0.082976,103,True,False,160,2048,103,0,0,0,0,0.08859038352966309,False,,2026-07-31T14:40:37.841225+00:00
pns_0007,7218,pns,pns,True,True,0.041218,0.041218,61,True,False,170,2048,61,0,0,0,0,0.11849570274353027,False,,2026-07-31T14:40:37.959721+00:00
pns_0008,8218,pns,pns,True,True,0.013333,0.013333,25,True,False,150,2048,25,0,0,0,0,0.0865631103515625,False,,2026-07-31T14:40:38.046284+00:00
pns_0009,9218,pns,pns,True,True,0.093333,0.093333,111,True,False,152,2048,111,0,0,0,0,0.09250545501708984,False,,2026-07-31T14:40:38.139791+00:00
pns_0010,10218,pns,pns,True,True,0.061872,0.061872,83,True,False,168,2048,83,0,0,0,0,0.08752107620239258,False,,2026-07-31T14:40:38.227312+00:00
pns_0011,11218,pns,pns,True,True,0.083956,0.083956,103,True,False,159,2048,103,0,0,0,0,0.0879819393157959,False,,2026-07-31T14:40:38.315294+00:00
pns_0012,12218,pns,pns,True,True,0.057436,0.057436,79,True,False,171,2048,79,0,0,0,0,0.08979129791259766,False,,2026-07-31T14:40:38.405085+00:00
pns_0013,13218,pns,pns,True,True,0.026667,0.026667,44,True,False,141,2048,44,0,0,0,0,0.11829018592834473,False,,2026-07-31T14:40:38.523375+00:00
pns_0014,14218,pns,pns,True,True,0.04,0.04,60,True,False,153,2048,60,0,0,0,0,0.08968400955200195,False,,2026-07-31T14:40:38.613059+00:00
pns_0015,15218,pns,pns,True,True,0.028718,0.028718,46,True,False,131,2048,46,0,0,0,0,0.08977508544921875,False,,2026-07-31T14:40:38.702834+00:00
pns_0016,16218,pns,pns,True,True,0.040119,0.040119,60,True,False,158,2048,60,0,0,0,0,0.08948636054992676,False,,2026-07-31T14:40:38.792321+00:00
pns_0017,17218,pns,pns,True,True,0.083193,0.083193,103,True,False,138,2048,103,0,0,0,0,0.08852744102478027,False,,2026-07-31T14:40:38.880848+00:00
pns_0018,18218,pns,pns,True,True,0.071154,0.071154,92,True,False,159,2048,92,0,0,0,0,0.08949613571166992,False,,2026-07-31T14:40:38.970344+00:00
pns_0019,19218,pns,pns,True,True,0.067149,0.067149,88,True,False,178,2048,88,0,0,0,0,0.12244248390197754,False,,2026-07-31T14:40:39.092787+00:00
pns_0020,20218,pns,pns,True,True,0.050526,0.050526,72,True,False,159,2048,72,0,0,0,0,0.09000444412231445,False,,2026-07-31T14:40:39.182791+00:00
pns_0021,21218,pns,pns,True,True,0.08381,0.08381,103,True,False,152,2048,103,0,0,0,0,0.08950471878051758,False,,2026-07-31T14:40:39.272296+00:00
pns_0022,22218,pns,pns,True,True,0.0525,0.0525,74,True,False,158,2048,74,0,0,0,0,0.0899970531463623,False,,2026-07-31T14:40:39.362293+00:00
pns_0023,23218,pns,pns,True,True,0.063648,0.063648,85,True,False,163,2048,85,0,0,0,0,0.08993363380432129,False,,2026-07-31T14:40:39.452226+00:00
pns_0024,24218,pns,pns,True,True,0.065098,0.065098,86,True,False,151,2048,86,0,0,0,0,0.08850622177124023,False,,2026-07-31T14:40:39.540733+00:00
pns_0025,25218,pns,pns,True,True,0.054405,0.054405,76,True,False,168,2048,76,0,0,0,0,0.12101221084594727,False,,2026-07-31T14:40:39.661745+00:00
pns_0026,26218,pns,pns,True,True,0.025,0.025,42,True,False,122,2048,42,0,0,0,0,0.09085822105407715,False,,2026-07-31T14:40:39.752603+00:00
pns_0027,27218,pns,pns,True,True,0.066667,0.066667,88,True,False,149,2048,88,0,0,0,0,0.08750486373901367,False,,2026-07-31T14:40:39.840108+00:00
pns_0028,28218,pns,pns,True,True,0.065385,0.065385,87,True,False,160,2048,87,0,0,0,0,0.08750557899475098,False,,2026-07-31T14:40:39.927613+00:00
pns_0029,29218,pns,pns,True,True,0.07967,0.07967,100,True,False,139,2048,100,0,0,0,0,0.09208464622497559,False,,2026-07-31T14:40:40.019698+00:00
pns_0030,30218,pns,pns,True,True,0.053452,0.053452,75,True,False,164,2048,75,0,0,0,0,0.0898599624633789,False,,2026-07-31T14:40:40.109558+00:00
pns_0031,31218,pns,pns,True,True,0.0775,0.0775,98,True,False,163,2048,98,0,0,0,0,0.1215658187866211,False,,2026-07-31T14:40:40.231124+00:00
pns_0032,32218,pns,pns,True,True,0.047794,0.047794,69,True,False,173,2048,69,0,0,0,0,0.08958315849304199,False,,2026-07-31T14:40:40.320707+00:00
pns_0033,33218,pns,pns,True,True,0.077885,0.077885,98,True,False,160,2048,98,0,0,0,0,0.0878744125366211,False,,2026-07-31T14:40:40.408582+00:00
pns_0034,34218,pns,pns,True,True,0.0125,0.0125,24,True,False,161,2048,24,0,0,0,0,0.08901381492614746,False,,2026-07-31T14:40:40.497596+00:00
pns_0035,35218,pns,pns,True,True,0.036029,0.036029,55,True,False,143,2048,55,0,0,0,0,0.09400391578674316,False,,2026-07-31T14:40:40.591599+00:00
pns_0036,36218,pns,pns,True,True,0.083004,0.083004,103,True,False,175,2048,103,0,0,0,0,0.0875084400177002,False,,2026-07-31T14:40:40.679108+00:00
pns_0037,37218,pns,pns,True,True,0.063648,0.063648,85,True,False,168,2048,85,0,0,0,0,0.08758878707885742,False,,2026-07-31T14:40:40.766696+00:00
pns_0038,38218,pns,pns,True,True,0.058553,0.058553,80,True,False,156,2048,80,0,0,0,0,0.1197502613067627,False,,2026-07-31T14:40:40.886447+00:00
pns_0039,39218,pns,pns,True,True,0.050833,0.050833,72,True,False,159,2048,72,0,0,0,0,0.08849501609802246,False,,2026-07-31T14:40:40.974942+00:00
pns_0040,40218,pns,pns,True,True,0.082024,0.082024,102,True,False,157,2048,102,0,0,0,0,0.08959126472473145,False,,2026-07-31T14:40:41.064533+00:00
pns_0041,41218,pns,pns,True,True,0.076246,0.076246,97,True,False,148,2048,97,0,0,0,0,0.09050774574279785,False,,2026-07-31T14:40:41.155041+00:00
pns_0042,42218,pns,pns,True,True,0.06605,0.06605,87,True,False,137,2048,87,0,0,0,0,0.08779644966125488,False,,2026-07-31T14:40:41.242837+00:00
pns_0043,43218,pns,pns,True,True,0.040952,0.040952,61,True,False,153,2048,61,0,0,0,0,0.08754372596740723,False,,2026-07-31T14:40:41.330381+00:00
pns_0044,44218,pns,pns,True,True,0.065,0.065,86,True,False,157,2048,86,0,0,0,0,0.11951756477355957,False,,2026-07-31T14:40:41.449899+00:00
pns_0045,45218,pns,pns,True,True,0.076366,0.076366,97,True,False,144,2048,97,0,0,0,0,0.08749818801879883,False,,2026-07-31T14:40:41.537397+00:00
pns_0046,46218,pns,pns,True,True,0.04,0.04,60,True,False,150,2048,60,0,0,0,0,0.08860254287719727,False,,2026-07-31T14:40:41.625999+00:00
pns_0047,47218,pns,pns,True,True,0.044103,0.044103,65,True,False,150,2048,65,0,0,0,0,0.0896596908569336,False,,2026-07-31T14:40:41.715659+00:00
pns_0048,48218,pns,pns,True,True,0.042857,0.042857,63,True,False,140,2048,63,0,0,0,0,0.08774852752685547,False,,2026-07-31T14:40:41.803408+00:00
pns_0049,49218,pns,pns,True,True,0.068571,0.068571,90,True,False,150,2048,90,0,0,0,0,0.09070110321044922,False,,2026-07-31T14:40:41.894108+00:00
blinding_0000,447,blinding,blinding,False,True,0.0,0.131944,0,False,False,168,2048,0,0,0,0,0,0.15186166763305664,False,,2026-07-31T14:40:42.045970+00:00
blinding_0001,1447,blinding,blinding,False,True,0.0,0.196405,0,False,False,185,2048,0,0,0,0,0,0.11883044242858887,False,,2026-07-31T14:40:42.164800+00:00
blinding_0002,2447,blinding,blinding,False,True,0.0,0.133402,0,False,False,181,2048,0,0,0,0,0,0.12167620658874512,False,,2026-07-31T14:40:42.286477+00:00
